"","x"
"6387",601945.680172549
"6395",254486.863788163
"6398",161899.4241994
"6400",227550.953142097
"6416",456328.265585497
"6419",853254.567564372
"6422",959522.454842129
"6428",766151.190642963
"6438",139355.257527277
"6440",511694.60121198
"6444",480336.192789656
"6445",421527.734564504
"6456",330346.520895309
"6458",734596.974803702
"6459",958476.989570209
"6460",386702.565405671
"6461",651103.594231117
"6465",795570.659351209
"6477",596514.009796594
"6478",1739672.12246603
"6492",217723.161428015
"6493",302761.91317181
"6499",236749.501462204
"6504",152789.9912678
"6506",248837.2062284
"6507",682009.757879702
"6509",2848624.85518271
"6514",517724.453584173
"6522",616079.60673398
"6557",161649.16388801
"6565",305678.907226927
"6575",329384.312884532
"6576",439946.49832029
"6577",197299.028775471
"6580",262514.050568151
"6581",572584.522467265
"6583",546181.564532627
"6585",607028.017956026
"6589",447866.484870156
"6595",440224.983717505
"6597",658973.115286168
"6619",288971.669521109
"6621",529877.855006938
"6623",365455.013488928
"6625",263827.391966184
"6636",432100.858622951
"6638",441566.846436662
"6640",423078.507242662
"6646",340305.170419337
"6649",491288.105149734
"6651",393270.704388292
"6652",60766.3972598616
"6653",364751.285229442
"6655",469981.368414584
"6657",394095.221634648
"6662",183487.38863986
"6667",415888.706716421
"6668",810376.438927654
"6680",943007.408081056
"6682",298069.646501872
"6685",522352.443416971
"6695",309939.579161235
"6699",67653.495514342
"6705",161920.647884535
"6714",239864.250487033
"6723",851145.638878314
"6732",394222.539096044
"6735",448326.488979293
"6736",412461.735857414
"6740",337242.788325613
"6742",475429.378683627
"6750",511964.023053866
"6753",652464.55151225
"6758",453809.66732992
"6763",839725.382871903
"6764",809477.293302274
"6769",526336.338849291
"6775",425786.221603713
"6784",1524927.93733016
"6788",206105.278021348
"6794",765513.535512746
"6796",484208.106692811
"6803",567680.213999363
"6805",419421.551916789
"6807",160857.443164942
"6809",995814.869913734
"6819",474643.56441082
"6822",326996.790070137
"6826",412209.200037085
"6832",792150.614025979
"6836",164874.906898752
"6845",235988.005193207
"6851",226664.215311344
"6854",710012.576254534
"6860",495873.975760132
"6867",1197200.15525904
"6876",450055.371747781
"6883",244567.234635201
"6888",725143.864810607
"6900",343600.735475538
"6901",622552.046953221
"6909",518124.991259197
"6911",581055.9671516
"6917",1140079.31572304
"6921",608416.307998237
"6924",375716.121849923
"6928",427637.831445405
"6929",520235.339872107
"6951",445645.476000627
"6956",641555.760818293
"6958",183486.194446845
"6961",425088.661628615
"6963",1223995.10134915
"6973",705202.954045035
"6981",487458.125689978
"6985",1450638.94085566
"6986",191572.606928775
"7003",1815102.19703401
"7005",331109.049286225
"7008",150581.2810921
"7011",475915.814423506
"7023",284451.474974104
"7027",803396.676591701
"7036",2997962.92975258
"7039",784564.468584915
"7045",483678.267285976
"7051",209062.574808893
"7060",905466.528369755
"7065",1103320.85078046
"7068",619133.205742428
"7082",669695.838470082
"7088",205441.836467912
"7091",649470.231115633
"7094",265403.400517135
"7111",144893.232260387
"7128",1422964.9517575
"7130",436913.246059717
"7135",399293.458190831
"7148",597834.553718335
"7150",594040.858475444
"7153",408675.379671303
"7160",403359.252994508
"7164",394067.130280474
"7165",310048.024550724
"7177",495152.535155999
"7182",253681.928595927
"7184",638525.302494787
"7186",233992.614357994
"7188",492024.881383312
"7195",634167.652905595
"7202",504711.490293473
"7205",321797.11364263
"7206",578400.209704606
"7214",329382.085123163
"7218",250418.960199499
"7224",718746.963081109
"7225",505880.787386489
"7229",386565.717771388
"7230",344123.310680888
"7231",425409.416374319
"7237",1379312.52548861
"7240",43932.2262036691
"7242",561701.255268188
"7246",109938.10574205
"7247",109938.10574205
"7259",335389.031884934
"7261",682096.588619675
"7262",-22721.1857641715
"7263",455356.567240375
"7266",350844.944825408
"7267",391132.457514148
"7270",1502631.16596185
"7272",1182286.03508794
"7281",1233350.01224191
"7282",510287.170651448
"7284",1187052.1102807
"7289",343094.481782179
"7319",217148.893600136
"7325",453562.165883171
"7327",357860.635473314
"7333",432566.79860561
"7337",535104.759539353
"7341",696512.481497183
"7350",600696.646890373
"7354",269206.560718982
"7355",365571.680511656
"7360",566018.503445399
"7365",895744.197521345
"7369",754836.981532595
"7381",960508.192080558
"7388",1462562.66410897
"7390",285117.139006761
"7393",456692.091705309
"7395",1189950.51128214
"7399",615186.319094618
"7400",300250.29908191
"7404",245815.457618678
"7406",551355.244987602
"7407",570697.121097315
"7411",330770.11990708
"7414",482195.942841132
"7421",224719.963581958
"7423",292806.326780476
"7424",880151.103586259
"7425",115697.176796092
"7426",630608.993681531
"7427",1370654.09199464
"7431",557091.869904564
"7434",1513978.68616727
"7443",533669.181145736
"7446",600091.194583195
"7447",374059.314335723
"7451",604610.443637671
"7463",372008.021316781
"7465",651569.41606424
"7475",394479.460812847
"7477",1011629.33068533
"7479",233472.234037643
"7482",351372.977658861
"7485",345642.515828355
"7488",585339.400919257
"7492",349210.457786125
"7495",828826.163227614
"7501",583522.639809193
"7504",501056.862113606
"7509",685011.399767672
"7521",316194.965219525
"7525",635750.12333879
"7526",465317.724799145
"7531",486894.074363909
"7532",255940.808339522
"7539",192451.266877276
"7543",1066723.42328268
"7547",286892.120313208
"7551",1117129.21915464
"7554",301851.839923796
"7556",289118.099060752
"7558",553250.908419702
"7561",777125.942161636
"7563",468250.393916728
"7573",413292.096877847
"7579",1431223.82127454
"7585",165517.211511277
"7594",450435.501636874
"7596",238614.068968769
"7600",586229.93296477
"7601",316046.412173904
"7602",645862.659410774
"7604",398592.898160134
"7607",645616.172996379
"7610",767719.264271779
"7611",485206.112086945
"7616",189294.881434353
"7620",437823.991448687
"7621",568933.046838066
"7626",790716.314737797
"7632",479455.514699135
"7637",80016.2140089526
"7643",306039.859423525
"7646",487202.852536121
"7650",568363.196412883
"7657",868004.449973325
"7661",402919.838448032
"7669",1394303.89512897
"7679",388108.738213014
"7683",403325.063362929
"7684",681765.987585141
"7687",513355.267434607
"7696",402276.947763486
"7697",675145.207941313
"7699",587873.323405044
"7700",166091.241074326
"7708",605086.355953741
"7712",888682.062150355
"7713",967650.796770516
"7715",258445.680151937
"7724",345697.544825754
"7730",350513.605207103
"7736",245996.017766077
"7742",551945.561764838
"7743",253362.602910368
"7757",310300.272796006
"7775",582467.910547177
"7778",859466.796514214
"7782",576915.689127926
"7795",622058.985836922
"7799",554945.631531002
"7813",191656.363812418
"7817",724959.017505551
"7818",232942.937236917
"7828",872265.707454208
"7831",687918.514420376
"7835",836753.172192555
"7837",211489.8409041
"7848",141675.368897667
"7852",345656.429560121
"7860",568393.628285978
"7861",990828.348914124
"7869",1270037.58766576
"7871",595797.103931377
"7873",872113.332978138
"7876",362809.938511135
"7881",85730.4845311604
"7886",946158.85512748
"7889",353671.864664993
"7897",236326.362343961
"7904",434419.333648183
"7907",659262.817433606
"7908",2065650.47679818
"7913",356410.187162472
"7922",710138.260201197
"7923",288589.89683686
"7926",509966.789638294
"7928",694192.034682176
"7930",700690.693166448
"7936",639065.611462216
"7937",477449.517160531
"7938",270505.870561435
"7939",554455.325090009
"7947",618549.042329077
"7948",269943.34851096
"7950",802266.243328088
"7958",253625.840088324
"7965",712684.030401855
"7967",372386.185939192
"7968",473954.740299466
"7975",213739.293787191
"7981",742904.010847939
"7982",81791.4014506163
"7983",504876.299397151
"7986",772430.983729763
"7987",942379.786928389
"7995",307148.577962925
"7999",207710.949132546
"8001",274551.456223854
"8002",450871.597615717
"8005",329767.269115729
"8018",180847.6026259
"8023",416720.002174133
"8028",407033.454613812
"8031",1217507.88737231
"8035",360208.714048023
"8041",421967.881785762
"8047",221976.412819195
"8048",1019279.15956855
"8052",653429.339240845
"8055",231388.973866475
"8058",147162.430687758
"8060",773638.802404695
"8064",266698.257839704
"8065",528174.897496413
"8068",923562.351421769
"8083",561893.595595167
"8086",487355.172923264
"8088",208196.244408024
"8092",334391.63078111
"8099",604289.96699867
"8109",374216.745930568
"8112",358631.906966099
"8113",271378.015006171
"8117",515442.860579377
"8119",193335.500260493
"8123",587495.415922641
"8127",145880.135131789
"8128",170428.885049283
"8131",343145.947888729
"8134",66019.5119410264
"8137",1289760.90414732
"8138",336295.155438882
"8166",578027.647089259
"8170",702808.352634234
"8171",410901.317261948
"8182",345131.763088594
"8189",179576.582836303
"8194",135838.815360914
"8199",533296.08698934
"8201",294484.082589919
"8210",624588.269856985
"8215",244013.22673489
"8224",600432.698392802
"8226",473330.319125262
"8231",473382.581537404
"8232",475062.782130898
"8233",538981.979459585
"8239",660950.59282185
"8240",330072.05905192
"8241",559933.407580741
"8252",113573.199777767
"8256",326882.31474688
"8257",323661.020852289
"8259",1011536.88316058
"8261",710251.232067114
"8269",448753.563297199
"8279",496574.839488355
"8281",395670.363879198
"8295",709784.60259107
"8296",295396.043524997
"8298",629956.282331121
"8299",763115.194587723
"8300",395043.408244376
"8304",592029.376909268
"8305",187307.521531296
"8311",102174.738406228
"8314",347199.521978567
"8320",336965.266410934
"8321",642118.247537621
"8328",486151.538229971
"8329",1181926.05441333
"8336",231840.264561672
"8337",423646.119681149
"8348",740506.028611276
"8349",381610.796729231
"8351",317115.409868624
"8353",642004.833687482
"8359",491177.480305573
"8360",434877.186156488
"8361",377030.316767201
"8362",707266.360723675
"8365",484995.72778087
"8367",245354.884143196
"8372",452139.273045973
"8384",532731.55936231
"8390",299190.320341629
"8391",529259.197058382
"8396",356218.22855534
"8397",386930.700033268
"8405",317847.034257529
"8407",585148.287402929
"8409",817672.037875075
"8410",785834.856594607
"8417",180189.274536228
"8420",291061.334332034
"8425",782812.248937464
"8426",514458.461435842
"8442",170400.768433324
"8446",1200036.8356786
"8450",531808.111761449
"8461",241085.070559986
"8467",211021.870003042
"8476",558145.019470047
"8484",778311.107159561
"8489",147666.775202834
"8490",552971.761924221
"8494",248512.713678725
"8496",286653.527887058
"8497",929574.831865318
"8501",333577.47942001
"8503",209003.390624706
"8504",220728.660986695
"8508",405739.67673136
"8512",479875.926763498
"8522",565736.174288483
"8529",409807.619303429
"8530",86318.3750124062
"8535",1006669.33557686
"8536",548293.543462121
"8537",1011432.30946902
"8538",546384.789947917
"8546",708343.939675726
"8553",351073.030535082
"8554",202341.167310209
"8563",510871.318546403
"8573",245907.998629164
"8579",708533.939281319
"8580",698486.320207544
"8581",532972.294102677
"8590",938453.72883618
"8595",537654.95762818
"8602",536072.356683657
"8603",693197.312859818
"8604",302951.808459395
"8609",335247.340711226
"8612",391428.283514614
"8613",310201.049085361
"8618",328968.732467955
"8632",308621.678802413
"8635",405202.744547331
"8643",443334.446366102
"8648",1065924.96713776
"8651",452042.773209167
"8660",325122.839358734
"8665",568075.373870324
"8667",808562.403170815
"8675",383627.385863742
"8680",876167.352529981
"8684",400075.963777596
"8685",229441.122519664
"8687",354267.723946555
"8688",576088.292430605
"8690",749015.378137337
"8705",1110330.06825212
"8709",480538.790262522
"8726",311418.753417155
"8744",527252.206992569
"8755",1134566.63786041
"8757",422723.519702769
"8764",872921.630731531
"8772",488728.465941422
"8774",269532.15044538
"8775",755015.962000525
"8780",395225.421323301
"8787",155390.660850124
"8790",169240.221305722
"8797",770164.312686968
"8807",222890.427243764
"8814",735407.350877852
"8820",1010975.02823551
"8823",323173.450435358
"8826",497589.0287799
"8835",276907.381626279
"8840",379160.943870244
"8841",401902.120403488
"8846",380027.738011437
"8853",166233.476368587
"8861",764473.491826429
"8862",568124.612908598
"8864",558051.837229735
"8870",1237594.66003459
"8871",385947.172167684
"8872",286400.046730325
"8879",275807.370755815
"8885",237088.663466651
"8887",1010065.02169385
"8896",791332.631598471
"8908",178847.973469218
"8914",494993.595094391
"8919",239994.683066385
"8922",285079.859005948
"8924",230369.295738039
"8929",995352.052706864
"8937",245133.680221006
"8941",432222.414769327
"8945",216516.662812719
"8946",213050.427026923
"8949",226461.330634815
"8950",166809.7004131
"8960",332262.206808713
"8961",853254.857475661
"8967",924931.013507859
"8970",338250.171487665
"8973",407834.107408342
"8975",455884.840825987
"8977",600698.961396446
"8978",404380.985015017
"8979",1293048.75811374
"8983",211021.066144769
"8987",612077.739642167
"8993",577612.822122874
"8996",364324.456732061
"9001",1201513.00640059
"9009",454771.846134918
"9027",539163.953683519
"9029",554439.40156055
"9035",427389.465128459
"9038",188790.292837044
"9039",426093.669935208
"9042",193058.834044444
"9048",240083.400699633
"9051",734933.453723307
"9060",337016.428737968
"9063",289479.56359542
"9067",823132.073974023
"9069",276274.925599298
"9070",790716.497922531
"9077",1495166.36326298
"9080",423274.807009386
"9086",1340200.17335008
"9091",477609.86595077
"9100",572377.45030146
"9108",1029137.10598625
"9114",923972.418967059
"9134",1324407.32755933
"9139",293368.641417934
"9141",435923.586530083
"9153",547351.561246435
"9157",662798.445397748
"9163",854069.398856254
"9168",355398.882452375
"9172",619024.055187491
"9173",1086980.47709749
"9177",1123089.90821184
"9183",436580.930843628
"9193",225455.824926971
"9195",187247.387562588
"9197",264825.347448872
"9206",567594.106077102
"9210",377954.568362358
"9218",415267.175988564
"9227",641430.0220157
"9235",157889.939615676
"9242",599323.005741719
"9245",931042.188774341
"9246",584027.160839629
"9259",819610.401803465
"9260",342769.917534784
"9262",735188.77453274
"9263",701721.613413027
"9286",738194.358750436
"9290",581742.097818428
"9291",464817.968321611
"9295",542068.397369669
"9306",1020340.6809005
"9311",631526.474240743
"9317",256099.910570492
"9322",278962.74108954
"9325",507503.508618748
"9330",654956.774186097
"9332",246401.173611806
"9340",295766.03913548
"9351",302532.957900892
"9356",374697.219855825
"9357",353262.518292943
"9358",610813.210506617
"9364",527508.328418215
"9366",544903.581727914
"9372",177105.361275784
"9379",643011.915807381
"9381",485270.075422567
"9386",577053.019159195
"9387",428872.841002227
"9388",635382.103987649
"9391",856683.739250747
"9392",343096.071991971
"9393",272291.823309071
"9397",459776.469316653
"9401",214595.081011474
"9408",234769.300444244
"9413",251120.548589367
"9423",1128567.03954064
"9425",448133.396199348
"9427",318290.460914229
"9444",613848.668284197
"9445",374118.212635628
"9455",177458.844500334
"9463",294112.696849039
"9478",432353.162664907
"9479",788746.03708406
"9486",329074.208567499
"9498",757878.593545447
"9504",464657.934786747
"9506",499447.573639209
"9509",232650.082639737
"9516",780683.497906344
"9518",472979.146036115
"9520",1423990.68374551
"9521",489729.036919691
"9528",851247.431999237
"9534",426268.439754425
"9535",461852.888468351
"9536",193341.979134759
"9539",1213059.0607852
"9552",515588.65535504
"9563",396709.086097042
"9567",530011.228306099
"9571",740694.857221295
"9572",232954.781800365
"9582",215542.5591086
"9590",291070.521433661
"9595",215539.311457597
"9596",184169.588520457
"9601",340346.466254445
"9607",679137.456547269
"9613",547625.44923921
"9614",617224.50510649
"9621",478494.202229003
"9624",397168.094555869
"9628",698867.316102328
"9643",779155.858792967
"9656",485948.902548075
"9659",1100183.68028206
"9664",653343.204947926
"9668",1034197.34534393
"9669",756058.739237568
"9672",871894.756076104
"9676",428449.075846462
"9680",1415436.62405397
"9699",426127.026967711
"9711",1046792.20599778
"9720",390462.954330972
"9726",571465.637270839
"9728",368123.265189504
"9738",1447152.01819256
"9745",244542.834633179
"9746",899463.222900678
"9753",424162.688866056
"9763",292588.648397335
"9768",412842.081700237
"9771",755250.219627537
"9772",722446.084109304
"9773",239693.447604297
"9776",1047139.94888792
"9779",584751.50549799
"9783",262230.226096977
"9797",557507.795885879
"9798",817505.980365661
"9800",338504.712644672
"9801",216492.684930396
"9802",611266.584637501
"9803",455029.045895178
"9808",878591.803123616
"9809",1081201.32570412
"9824",193815.670729723
"9825",319406.314779954
"9840",524502.971799505
"9857",1060037.76422622
"9859",985405.735857296
"9874",778445.729098795
"9886",598677.771960147
"9894",671086.422763156
"9903",1234134.47594854
"9906",271277.547380914
"9907",194228.19337368
"9908",552109.615589562
"9924",798470.710838067
"9929",486118.116073414
"9936",1093648.59893703
"9950",222358.84157031
"9954",597080.485803291
"9964",207182.81589476
"9967",512027.966674727
"9980",360481.548712427
"9982",753748.218066826
"9987",280322.803557611
"9997",187810.895468688
"9998",561698.152558152
"10001",627531.658952893
"10003",587521.028714038
"10005",444194.591012955
"10018",306557.711575242
"10021",376887.45903004
"10036",609445.313027714
"10039",430069.521135525
"10049",213711.140613518
"10056",603380.784257435
"10061",680056.769238543
"10062",732855.486487687
"10063",549514.177355254
"10073",629650.707164422
"10075",428337.45359149
"10076",801221.005456002
"10084",577598.253491402
"10089",452736.992049538
"10091",242762.278035026
"10099",1045803.00022096
"10103",437227.566468348
"10105",547563.76708308
"10110",912520.380992895
"10112",948466.930608341
"10120",287847.48876907
"10121",167529.71033968
"10125",613407.603545829
"10129",213786.664256477
"10134",345670.433960715
"10136",394892.061809696
"10145",193745.77002284
"10147",502466.594298445
"10148",302506.33363745
"10154",1328012.469621
"10157",414723.828145525
"10159",577606.385998114
"10171",548296.002297809
"10178",1046931.47130896
"10194",203588.107864977
"10202",244858.728699465
"10207",506653.294523758
"10208",393183.498330426
"10212",197968.800633474
"10216",229900.680993103
"10219",316199.205870777
"10222",400164.085514762
"10227",99525.1205364488
"10229",181043.450074806
"10231",667098.941711632
"10237",308051.006902543
"10238",801023.543266076
"10250",519251.900941162
"10253",564030.944841855
"10259",488289.621216911
"10264",2098022.04172396
"10277",822487.143602656
"10282",376410.69971894
"10284",1367259.38521127
"10287",474714.199894269
"10288",222512.28301051
"10290",215323.063435505
"10307",868705.049343528
"10317",383029.287022502
"10322",901676.668757347
"10330",882351.345775537
"10333",334347.513114759
"10344",549205.443517227
"10357",499984.823125253
"10367",659543.400250214
"10369",508944.614827448
"10371",396989.337208073
"10372",542634.404483742
"10373",483698.131074319
"10374",2679371.44942532
"10375",572798.841393863
"10385",796345.938849905
"10393",659754.080930558
"10400",347561.437885796
"10403",367759.941903011
"10422",796465.724621339
"10424",685460.067833038
"10429",241850.503270857
"10430",739332.169522102
"10435",322295.720950428
"10439",599124.313459473
"10441",585436.177681139
"10445",703957.409077972
"10449",222388.811996185
"10451",484224.196586778
"10455",234458.131589424
"10480",445920.6016097
"10482",608724.593419651
"10483",519639.851819007
"10484",231260.855468606
"10486",217866.49734717
"10496",323566.606957701
"10498",402042.261061223
"10503",232262.428666143
"10505",1203036.04257848
"10516",284144.214647867
"10519",213150.200746805
"10533",181943.739140394
"10534",397686.604509657
"10536",492360.881227087
"10541",279754.607781619
"10548",277407.606952941
"10558",398734.05018637
"10570",279765.449264804
"10573",410528.012133623
"10574",325879.342595411
"10577",455090.001695521
"10579",744320.629974702
"10580",360061.451025814
"10582",167049.953209658
"10604",265555.155222247
"10611",490696.650655656
"10613",318729.603614862
"10619",608520.352021571
"10623",784775.166995483
"10631",346497.623226701
"10634",986583.107971107
"10635",545173.278299796
"10640",356489.883455091
"10641",521915.1046981
"10646",403863.718937002
"10661",964740.225529196
"10663",194565.656288046
"10664",459681.641574893
"10665",460789.371852873
"10666",1104302.27157074
"10670",257470.658910378
"10673",462464.832379372
"10676",215862.035081848
"10678",282778.315874479
"10680",335079.170277291
"10685",292937.446459438
"10687",391695.950560245
"10688",768488.658293412
"10689",412043.372155097
"10696",522917.014890733
"10700",603544.481582277
"10705",466051.8755608
"10706",213799.457408419
"10713",501878.201701147
"10727",542493.841445962
"10746",373008.36083031
"10749",399454.680713374
"10750",1289534.90532708
"10753",61815.2324318016
"10759",495851.685709151
"10760",592961.076270644
"10781",634937.159987889
"10785",810453.327752974
"10795",532178.252330625
"10800",390190.180833951
"10802",502862.496656282
"10808",753462.20198593
"10811",123759.020568193
"10812",396692.827681651
"10821",310186.121901266
"10831",703055.998899421
"10837",988002.526772547
"10846",364105.141907599
"10849",564994.504119692
"10850",206274.066398999
"10854",641911.265044212
"10855",580035.595960459
"10863",118545.553581476
"10874",179324.399687335
"10886",679886.704325785
"10888",497886.865678873
"10891",350240.362839091
"10892",520556.964960769
"10894",251480.048588568
"10895",294868.235182339
"10898",458376.458460034
"10902",452035.232774264
"10904",466525.342755019
"10908",684699.117565851
"10923",232267.79961793
"10924",592451.043409555
"10931",421141.264255865
"10932",181890.610067753
"10940",522532.020228142
"10944",474462.880061624
"10947",1254126.7224916
"10949",13941.3370926847
"10955",658876.956174822
"10972",399062.241179266
"10977",829961.68162559
"10987",465429.289621133
"10990",788356.786098678
"10991",535308.086817599
"10992",377983.761480866
"10994",469542.710948359
"10996",1094666.30551842
"11004",368551.917020195
"11011",490501.174831695
"11024",248100.297752183
"11027",421977.416759474
"11030",432608.266043998
"11033",437687.289997711
"11034",1063286.41097566
"11039",175411.23889556
"11047",581278.570700216
"11050",256495.176173254
"11052",374321.702370043
"11058",844071.888722607
"11059",499327.274566391
"11064",723944.512268902
"11065",385594.685777463
"11068",521109.029346285
"11072",413163.251787479
"11073",401023.101004258
"11085",770263.944080862
"11088",916516.203692859
"11093",301747.851732909
"11096",443225.637731582
"11099",345392.8616143
"11108",445910.451468195
"11122",455853.514392437
"11134",403008.627178161
"11136",656565.718209688
"11139",801690.05541318
"11151",356566.458299616
"11154",617431.578261094
"11155",1118539.58675258
"11191",217555.492332897
"11193",300359.536702739
"11195",296456.398904664
"11196",296456.398904664
"11202",213095.335644823
"11215",199416.458234305
"11227",1125860.54126898
"11230",268594.042096682
"11234",1595965.62735996
"11239",256863.722514932
"11243",271046.664164272
"11245",184725.563197441
"11254",952919.25512026
"11257",55192.9555721415
"11259",602556.185041849
"11262",825014.101646016
"11279",1925673.13593546
"11280",438164.420578585
"11291",1035908.56070558
"11297",844017.142418671
"11299",286113.200448869
"11301",44442.563461017
"11303",339474.793510696
"11315",417330.234456407
"11320",628555.706981454
"11321",463649.985998868
"11324",679514.997078124
"11325",266193.191358381
"11333",671965.634737893
"11336",712507.1106079
"11343",357507.066054345
"11345",430190.454431729
"11346",348744.601122763
"11351",515910.756138541
"11372",573837.366970529
"11373",250001.330590024
"11380",1243147.48599859
"11382",569101.433086598
"11392",630224.900360265
"11395",526663.295986479
"11397",270566.938178911
"11400",456136.628089457
"11404",624159.957787269
"11408",216572.164465162
"11409",509589.392331272
"11412",391973.594401307
"11422",945251.052137641
"11424",283937.687195242
"11439",518403.562865143
"11441",925361.451939996
"11448",635474.6096256
"11450",283982.576546549
"11459",518018.968882695
"11461",475332.067367882
"11478",516129.563461182
"11479",341996.864952375
"11485",423936.904065506
"11496",355397.352961592
"11499",1090847.08877913
"11501",147807.183697523
"11504",638021.262930998
"11506",142518.858126054
"11515",652167.110266026
"11525",874621.178175126
"11526",554901.072753454
"11529",347170.929866812
"11531",377365.557886174
"11533",761947.866998835
"11553",226271.723220573
"11555",394446.613672282
"11559",723671.598147311
"11570",763450.422911175
"11572",486184.660269749
"11575",1362215.41640176
"11581",219347.159452962
"11590",1151049.27326244
"11591",250469.205154053
"11592",1401612.5910731
"11593",519288.902204848
"11597",588945.403865646
"11599",1053771.87449908
"11610",655524.363530219
"11611",716961.714691182
"11614",487165.271611426
"11616",198530.204024747
"11618",119027.724887219
"11624",769051.509673815
"11628",540781.824623886
"11631",568249.366875387
"11637",238498.300483175
"11638",81603.4283744479
"11641",368367.688959573
"11642",429022.218319076
"11652",177864.914667986
"11654",369293.200514873
"11655",386581.099133824
"11660",565315.214980735
"11662",235738.957766887
"11664",1036533.0398197
"11668",554488.603147052
"11669",453717.855612901
"11670",244821.795438938
"11674",1562233.46718011
"11677",1243706.04984622
"11680",795087.929363184
"11682",257746.322912477
"11693",917622.277475059
"11697",244295.503784192
"11701",482348.901127672
"11702",541531.439247082
"11703",289352.299683077
"11713",663153.521938383
"11718",133547.051575089
"11723",489645.55448137
"11734",185205.825921976
"11739",686249.746526653
"11740",48874.5001284083
"11741",745528.326954342
"11749",1569195.54190484
"11757",412767.903338306
"11763",256872.519948845
"11766",275802.965302889
"11776",199678.395001333
"11779",333474.858547796
"11784",379662.36891178
"11786",192749.669333631
"11792",457471.980111703
"11794",382685.209211252
"11805",465013.348331174
"11809",40351.4359301588
"11813",242515.660783476
"11814",580843.848783
"11822",341227.548212759
"11827",522765.151133329
"11831",398288.374157122
"11832",621545.071495614
"11833",193651.670200385
"11834",494733.549692492
"11835",317465.188258017
"11841",384928.36225037
"11842",327772.071331739
"11845",1414523.23062679
"11852",723400.304421108
"11858",449664.9057189
"11859",724602.282165209
"11862",535738.891863711
"11872",1896469.24067777
"11873",270584.825449695
"11880",256156.650531414
"11887",82211.2914114345
"11889",749164.114772757
"11902",635951.933631277
"11909",835534.041284917
"11915",449287.128242365
"11918",587668.705648201
"11919",515496.632858086
"11931",486869.569335892
"11935",1105422.80862649
"11938",295175.925026816
"11942",745135.443468357
"11945",958938.18160272
"11946",1185737.92776598
"11949",867654.064182478
"11953",2155348.37321359
"11957",169930.218984326
"11959",317213.554047539
"11970",249560.044217027
"11996",311402.811238073
"12022",528416.23719714
"12023",397109.418977408
"12027",541696.442874589
"12035",155939.403059733
"12038",147138.918792093
"12039",566665.697611387
"12042",333481.70688321
"12048",252304.379899513
"12050",192052.592049835
"12067",528421.804003173
"12071",433556.119275272
"12073",881767.234744771
"12075",956618.193094285
"12080",220169.038207922
"12086",155683.46597534
"12088",277486.202885441
"12095",707717.541196807
"12097",805892.559202444
"12098",537885.513169816
"12117",259304.159522919
"12120",597945.828919036
"12124",653837.185714687
"12127",163937.581120374
"12133",499544.40969012
"12134",603855.740454473
"12156",652186.954648559
"12157",282123.558760411
"12184",706887.06791666
"12187",1851150.98190484
"12191",737664.355981777
"12207",539211.984889888
"12224",226100.169311544
"12230",762317.888329678
"12236",925041.684267436
"12241",340946.996531464
"12245",600828.659976243
"12246",595276.107506862
"12253",33849.4840132918
"12266",640024.6793403
"12269",457240.229345196
"12272",416902.54219907
"12273",473617.590393277
"12281",651088.540702739
"12286",384438.403050155
"12287",976435.744583436
"12289",199637.458161265
"12290",194921.670727578
"12294",160667.107323521
"12306",535363.351497717
"12309",567744.974333379
"12312",697198.502193275
"12313",367521.673364218
"12315",269373.903908535
"12318",415823.3336854
"12332",799669.161250394
"12335",252757.531217939
"12340",174460.676271878
"12341",157031.43174663
"12344",332526.04522334
"12346",241024.779258043
"12348",569592.159985738
"12349",368047.308666515
"12352",890048.276393045
"12354",202773.095726395
"12364",275916.438667709
"12365",903135.634829564
"12366",1820500.63774354
"12376",454767.164123317
"12378",180087.669247083
"12379",180087.669247083
"12388",1108497.0891673
"12392",469441.692102753
"12401",742554.039356684
"12402",241988.851390739
"12408",310375.974665847
"12417",564957.167215854
"12418",131422.760535196
"12423",264734.926087454
"12434",693135.197472531
"12435",322471.228841675
"12440",640391.589448568
"12448",203689.93740878
"12450",510339.585126411
"12458",632596.097647315
"12467",335652.165159984
"12469",1028027.29223589
"12476",603221.026227329
"12477",160660.985461412
"12479",502539.788025617
"12483",864474.271011456
"12487",265922.494840024
"12492",437465.634814398
"12499",662990.651882895
"12501",204308.825292133
"12515",282796.567688271
"12527",478647.456108118
"12534",507119.551738163
"12542",697279.274643292
"12556",496533.89529013
"12566",88335.8005927844
"12579",321503.718407149
"12580",71629.0543434915
"12581",424259.861015678
"12585",644672.734307348
"12594",870260.106959456
"12596",374897.52913438
"12600",339137.984582424
"12610",1247790.44248128
"12613",144950.479340713
"12616",547640.301670293
"12627",82211.2914114345
"12628",607055.691465265
"12634",357153.476118381
"12637",700982.503888108
"12640",395497.549696326
"12649",1867342.13513436
"12657",600147.786905583
"12658",901023.086214292
"12661",402624.141296134
"12668",509895.936073164
"12677",679982.270964967
"12684",729465.140345912
"12687",201727.602313799
"12688",362280.111286715
"12698",447210.602004192
"12705",752933.213403396
"12706",1020000.76108392
"12713",598112.168043587
"12715",393950.068334247
"12716",434247.988259867
"12726",327367.06093081
"12728",547945.855902378
"12732",515966.787151303
"12735",264580.48376372
"12736",436430.190706852
"12741",368523.412567576
"12746",347107.741028774
"12747",407671.290710992
"12756",567558.269378777
"12762",342517.201533837
"12765",494683.296241134
"12767",538763.698852702
