"","price","sqft_living","grade","sqft_above","bathrooms","sqft_basement","bedrooms","floors","waterfront","howOld","view","sqft_living15","zipcode","yr_renovated"
"5125",245000,1720,7,1140,"1.75",580,"3","1","0",34,0,1330,"98092",0
"5127",299000,2400,8,2400,"2.5",0,"4","2","0",14,0,2406,"98001",0
"5131",3e+05,2200,8,2200,"1.75",0,"4","2","0",37,0,1910,"98092",0
"5139",755000,2150,7,1270,"2",880,"6","1","0",63,0,1740,"98119",0
"5142",320000,2130,7,2130,"2.5",0,"3","2","0",12,0,1670,"98038",0
"5144",754300,1800,7,1680,"2.75",120,"5","2","0",76,0,1730,"98107",0
"5145",650000,2160,8,1400,"1.5",760,"3","1","0",66,2,3010,"98177",0
"5146",529888,3140,8,3140,"2.5",0,"4","2","0",12,0,3140,"98059",0
"5150",489000,3910,9,2710,"2.5",1200,"4","2","0",15,0,2650,"98038",0
"5158",169000,910,7,910,"1",0,"3","1","0",46,0,1020,"98001",0
"5159",475000,1270,7,1270,"1",0,"3","1","0",94,0,1310,"98117",0
"5176",279950,1530,7,1040,"1.75",490,"3","1","0",48,0,1530,"98058",0
"5177",195000,1580,7,1580,"1.75",0,"3","1","0",36,0,1560,"98022",0
"5178",630000,1360,6,1360,"1",0,"3","1","0",70,0,1890,"98010",0
"5180",478000,1640,8,1640,"2.25",0,"3","2","0",21,0,1780,"98029",0
"5190",190000,670,6,670,"1",0,"2","1","0",67,0,1660,"98118",0
"5191",772650,2660,7,2660,"2.5",0,"4","1","0",1,0,2640,"98005",2014
"5194",678500,1210,7,1210,"2.75",0,"3","1.5","0",105,2,1630,"98103",0
"5197",572000,2200,8,2200,"2.75",0,"3","2","0",13,0,2710,"98074",0
"5208",5e+05,2330,7,1230,"2",1100,"4","1","0",54,0,1250,"98125",0
"5225",485000,2870,9,2870,"2.5",0,"3","2","0",7,0,3040,"98055",0
"5226",299000,1520,6,1520,"1",0,"3","1","0",62,0,1500,"98133",0
"5227",227450,660,5,660,"1",0,"2","1","0",63,0,970,"98056",0
"5228",383000,1800,7,1200,"1",600,"3","1","0",73,0,1450,"98126",0
"5234",545500,1560,7,1360,"2.5",200,"3","1.5","0",79,0,1670,"98108",0
"5242",610000,1000,8,1000,"1",0,"3","1","0",70,0,2240,"98105",0
"5249",344000,2130,7,1440,"2",690,"5","1","0",15,0,2310,"98155",2000
"5255",349000,2550,9,2550,"2.5",0,"3","2","0",26,0,2410,"98023",0
"5261",220000,1650,7,1650,"1.75",0,"3","1","0",56,0,1400,"98188",0
"5265",535000,1860,8,1860,"2.25",0,"4","2","0",20,0,1860,"98029",0
"5269",495000,1570,7,1070,"1",500,"3","1","0",75,0,1770,"98115",0
"5271",620000,2450,9,2450,"2.5",0,"4","2","0",21,0,2730,"98053",0
"5274",385000,2190,7,1190,"1.75",1000,"5","1","0",52,2,2570,"98055",0
"5279",350000,1300,6,1300,"1",0,"3","1","0",44,0,1380,"98045",0
"5280",368000,1560,7,1060,"1.5",500,"3","1","0",46,0,1820,"98125",0
"5294",1315000,3460,10,2560,"3.5",900,"4","2","0",11,0,1860,"98103",0
"5296",1155000,2980,10,2020,"2.25",960,"4","1.5","0",80,2,2760,"98199",0
"5305",1070000,4130,11,4130,"3.75",0,"4","2","0",14,0,3690,"98059",0
"5318",150000,720,5,720,"1",0,"2","1","0",100,0,940,"98002",0
"5320",449950,1560,7,1560,"2",0,"3","2","0",33,0,1900,"98115",1982
"5323",530000,1570,7,1570,"1.75",0,"5","2","0",107,0,1610,"98105",0
"5325",210000,1720,7,1220,"2.25",500,"3","1","0",37,0,1690,"98023",0
"5331",285000,1480,7,1170,"1.5",310,"3","1","0",55,0,2230,"98028",0
"5332",723000,2700,9,2700,"2.5",0,"4","2","0",11,0,2260,"98029",0
"5333",279000,1780,7,1240,"1.5",540,"3","1","0",55,0,1860,"98198",0
"5334",195000,1430,6,1430,"1.5",0,"3","1","0",57,0,1150,"98058",0
"5340",350000,1470,6,1470,"1.75",0,"3","1","0",66,0,1470,"98155",0
"5342",595000,2980,7,1680,"3",1300,"5","1","0",75,0,1590,"98155",0
"5344",585000,1790,7,1790,"1.75",0,"3","1","0",41,0,3270,"98077",0
"5349",767500,2350,7,1450,"2",900,"4","1.5","0",101,0,1640,"98103",0
"5351",279000,1320,7,1320,"1",0,"3","1.5","0",102,0,1010,"98108",0
"5363",335000,1000,6,940,"1.75",60,"2","1","0",109,0,1900,"98117",0
"5368",518000,2160,8,2160,"2.5",0,"4","2","0",32,0,2840,"98028",0
"5370",315000,1940,7,1100,"2.25",840,"1","2","0",36,0,1580,"98133",0
"5372",350000,1620,6,850,"1",770,"2","1","0",94,0,2460,"98034",0
"5378",610000,3610,8,3210,"2.5",400,"6","2","0",45,0,2210,"98011",0
"5387",214000,1580,6,800,"2",780,"3","1","0",73,0,1580,"98146",0
"5391",575000,2120,7,2120,"2.5",0,"3","2","0",11,0,1690,"98053",0
"5395",411000,1910,7,1010,"2.25",900,"2","1","0",43,0,2050,"98038",0
"5398",2e+05,1010,7,1010,"1",0,"3","1","0",60,0,1110,"98155",0
"5405",520000,2280,8,2280,"2.5",0,"4","2","0",28,0,2180,"98028",0
"5410",439950,2780,7,2780,"2.25",0,"4","2","0",30,0,1650,"98059",0
"5413",530000,4060,10,4060,"4.5",0,"4","2","0",8,0,1830,"98188",0
"5414",215000,1470,8,1470,"2",0,"4","1","0",48,0,1640,"98032",0
"5416",798000,3220,9,3220,"2.75",0,"5","2","0",9,0,3100,"98052",0
"5424",665000,2330,7,1550,"2.75",780,"5","1","0",43,0,1750,"98052",0
"5425",835000,3030,10,3030,"2.5",0,"4","2","0",17,0,2780,"98053",0
"5448",3e+05,2120,6,1440,"1.75",680,"2","1","0",91,0,1590,"98103",0
"5449",290000,1200,6,1200,"1",0,"2","1","0",67,0,1100,"98155",0
"5452",1780000,4890,13,4890,"3.25",0,"4","2","0",11,0,5790,"98059",0
"5456",719000,1690,8,1690,"2.5",0,"3","1.5","0",87,1,2140,"98116",0
"5457",785000,3370,8,1920,"3",1450,"4","1","0",38,0,2440,"98058",0
"5471",410000,1140,7,900,"1",240,"4","1","0",45,0,1300,"98072",0
"5473",372500,2480,7,1300,"3",1180,"5","1","0",11,0,2290,"98178",0
"5476",258000,1680,6,880,"2",800,"3","1","0",67,0,2150,"98198",0
"5479",365000,2260,8,2260,"2.5",0,"5","2","0",16,0,2180,"98038",0
"5486",255000,1420,7,1420,"1.5",0,"3","1","0",52,0,1720,"98058",0
"5501",482000,2240,8,2240,"2.25",0,"4","2","0",36,0,2240,"98034",0
"5502",345000,1980,7,1980,"1",0,"4","1.5","0",53,0,1730,"98058",0
"5503",682000,1830,8,1830,"1.75",0,"3","1.5","0",112,2,2120,"98122",0
"5505",895000,3550,8,3550,"2.5",0,"6","2","0",90,0,3140,"98144",0
"5508",540000,2329,9,2329,"2.5",0,"4","2","0",20,0,2660,"98011",0
"5515",421000,2890,8,2890,"2.5",0,"3","2","0",15,0,2120,"98188",0
"5523",458000,3280,7,3280,"3",0,"4","1.5","0",36,0,3210,"98077",0
"5525",432500,1930,7,1420,"2.5",510,"3","1","0",54,0,1600,"98133",0
"5528",119500,1170,6,1170,"1",0,"3","1","0",35,0,1590,"98019",0
"5534",530000,1660,7,960,"1.75",700,"3","1","0",19,0,1510,"98116",1996
"5537",681000,1700,7,1700,"1",0,"3","1.5","0",108,0,2080,"98118",0
"5541",538000,1770,7,1020,"1.75",750,"3","1","0",52,0,2000,"98008",0
"5558",465425,2430,7,2430,"2.75",0,"4","1","0",48,0,2580,"98072",0
"5564",266000,1940,7,1460,"2.5",480,"3","1","0",26,0,1750,"98030",0
"5566",472000,2200,8,1200,"2",1000,"3","1","0",54,2,2600,"98155",0
"5567",530000,1264,8,1264,"2.25",0,"3","2","0",12,0,1264,"98105",0
"5578",158550,1710,7,1710,"1.5",0,"5","1.5","0",54,0,1480,"98032",0
"5579",450000,1660,7,1130,"2.25",530,"3","1","0",47,0,1680,"98034",0
"5590",1880000,2620,9,2620,"2.75",0,"3","1","0",66,1,3400,"98039",0
"5604",370000,2130,7,2130,"3",0,"4","1.5","0",85,0,1070,"98055",0
"5607",487000,1440,7,960,"1",480,"2","1","0",69,0,1400,"98117",0
"5608",835000,3270,10,3270,"3.25",0,"4","2","0",14,0,3270,"98074",0
"5610",575000,1610,7,1020,"2.75",590,"4","1","0",33,0,1610,"98033",0
"5615",750000,2020,7,1010,"2.25",1010,"5","1","0",52,0,1890,"98040",0
"5616",439900,3390,7,3390,"3.5",0,"5","2","0",12,2,2580,"98056",0
"5620",874000,2860,7,1560,"2.75",1300,"4","1","0",69,1,2290,"98115",0
"5626",235000,880,7,880,"1",0,"2","1","0",60,0,1240,"98178",0
"5630",350000,1900,8,1220,"1.75",680,"3","1","0",52,0,1850,"98166",0
"5635",558000,2220,8,1280,"2.25",940,"3","1","0",33,0,2020,"98074",0
"5638",450000,1870,7,1870,"2",0,"5","1.5","0",55,0,1870,"98007",0
"5640",1e+05,1120,5,860,"1",260,"4","1","0",76,0,1120,"98055",0
"5659",895000,2876,9,1970,"3",906,"5","1","0",42,2,3500,"98040",0
"5661",487000,1470,8,1470,"2.5",0,"2","2","0",10,0,1470,"98033",0
"5667",1600000,2850,10,1790,"2.5",1060,"3","1.5","1",37,4,2850,"98008",0
"5671",689000,2020,7,2020,"2.5",0,"4","2","0",61,0,2250,"98136",0
"5680",529900,3030,8,2600,"2.25",430,"5","2","0",54,0,2230,"98133",0
"5689",265000,2540,8,2540,"2.25",0,"3","2","0",24,0,2140,"98023",0
"5692",241400,1420,7,1420,"2",0,"3","1","0",25,0,1550,"98010",0
"5693",309950,1450,7,1450,"1.75",0,"4","1","0",49,0,1340,"98058",0
"5695",345000,1920,8,1920,"2.25",0,"3","2","0",31,0,1950,"98074",0
"5698",559000,1660,8,1660,"2",0,"2","1","0",12,0,1670,"98053",0
"5700",770000,2350,8,1810,"2",540,"3","1.5","0",76,0,2170,"98112",0
"5704",395000,1590,7,1590,"2",0,"3","1","0",49,0,1320,"98034",0
"5705",276500,1400,6,1400,"1.75",0,"4","1.5","0",73,0,1120,"98168",0
"5713",472000,1780,8,1330,"2.25",450,"5","1","0",39,0,1780,"98052",0
"5715",565000,2110,7,1110,"3",1000,"3","1","0",50,2,1730,"98126",0
"5720",555000,3760,10,2640,"3",1120,"3","1","0",36,0,2820,"98092",0
"5722",289950,1740,7,1390,"2.25",350,"3","1","0",23,0,1740,"98198",0
"5727",339000,2470,6,1970,"2",500,"4","1.5","0",27,0,1060,"98106",1988
"5739",265000,1530,7,1530,"2.5",0,"3","2","0",24,0,1360,"98038",0
"5745",404500,1270,7,1270,"1",0,"2","1.5","0",106,0,1980,"98144",0
"5758",365000,910,6,910,"1",0,"2","1","0",79,0,1310,"98125",0
"5761",1100000,3190,8,2610,"3.25",580,"4","2","1",24,4,2240,"98178",1991
"5763",648000,2740,9,2740,"2.5",0,"4","2","0",26,0,2630,"98029",0
"5766",650000,2400,8,1900,"2",500,"5","1.5","0",104,0,1520,"98103",0
"5767",335000,2280,7,1140,"2.25",1140,"4","1","0",52,0,1660,"98198",0
"5778",225000,1340,5,1340,"1",0,"3","1.5","0",112,0,1240,"98055",0
"5783",595000,2660,9,2660,"2.5",0,"3","2","0",24,0,2590,"98011",0
"5790",415000,3900,6,3460,"2.75",440,"3","2","0",7,0,2460,"98024",2008
"5798",424000,2200,9,2200,"2.5",0,"3","2","0",30,0,2560,"98092",0
"5801",450000,1530,8,1050,"2.5",480,"3","2","0",8,0,1610,"98119",0
"5809",420200,1320,7,1320,"1.75",0,"3","1","0",47,0,1370,"98034",0
"5820",570000,2390,8,1500,"1.75",890,"3","1","0",40,0,2040,"98052",0
"5840",245000,1300,7,860,"2.75",440,"3","1","0",19,0,1550,"98030",0
"5849",572500,2490,9,2490,"2.5",0,"3","2","0",24,0,2500,"98056",0
"5850",254000,1510,7,1510,"2",0,"4","1","0",60,0,1510,"98108",0
"5851",1525000,4720,11,4720,"4.25",0,"4","3","0",44,4,3010,"98177",0
"5857",2e+05,700,5,700,"1",0,"2","1","0",62,0,960,"98056",0
"5860",641200,1060,7,1060,"1",0,"3","1","0",63,0,1620,"98004",0
"5864",370000,800,6,800,"1",0,"3","1","0",107,0,1480,"98103",0
"5867",89000,900,6,900,"1",0,"3","1","0",46,0,900,"98023",0
"5872",399000,700,6,700,"1",0,"2","1","0",69,0,1570,"98112",0
"5873",550000,2060,8,1320,"2.5",740,"4","1","0",55,0,2050,"98006",0
"5878",449950,1880,7,1880,"2",0,"3","2","0",113,0,1680,"98122",0
"5882",268500,1290,8,660,"1.5",630,"2","1","0",46,0,1860,"98008",0
"5885",429000,1350,8,1350,"1.75",0,"2","1","0",10,0,1665,"98053",0
"5886",230000,680,6,680,"1",0,"3","1","0",112,0,1470,"98144",0
"5892",345950,2110,8,2110,"2.5",0,"3","2","0",26,0,2110,"98042",0
"5896",434975,1590,7,1060,"2.25",530,"3","1","0",39,0,1860,"98155",0
"5903",1029000,3780,11,3780,"3.25",0,"4","2","0",13,0,3720,"98059",0
"5910",497000,2240,8,1620,"1.5",620,"3","1","0",59,0,3200,"98034",0
"5912",925000,2560,10,2110,"3",450,"3","2","0",21,0,2160,"98119",0
"5916",575000,2168,8,2168,"2",0,"3","1.5","0",108,0,1770,"98105",0
"5917",170000,860,6,860,"1",0,"2","1","0",91,0,1100,"98146",0
"5918",750000,2100,7,1100,"1.75",1000,"4","1","0",100,0,1890,"98119",0
"5929",526000,1550,7,1550,"2",0,"2","1.5","0",115,0,1180,"98103",0
"5931",325000,2200,8,2200,"2.5",0,"4","2","0",15,0,2460,"98030",0
"5933",377500,840,6,840,"1",0,"2","1","0",76,0,1300,"98136",0
"5934",212500,1270,6,1270,"1.5",0,"3","1","0",61,0,1270,"98198",0
"5943",908950,3090,9,3090,"2.75",0,"4","2","0",1,0,2890,"98006",0
"5950",225000,1010,7,1010,"1",0,"3","1","0",66,0,1260,"98188",0
"5953",376000,1540,8,1540,"2",0,"3","2","0",10,0,1560,"98029",0
"5956",285000,1870,7,1100,"2.5",770,"4","1","0",38,0,1590,"98058",0
"5969",490000,2070,8,1220,"2",850,"3","1","0",34,0,2130,"98074",0
"5970",253000,2040,7,1020,"1.75",1020,"3","1","0",53,0,1740,"98188",0
"5977",509007,1800,8,1350,"1.75",450,"3","1","0",64,0,1770,"98177",0
"5979",205000,1290,7,1290,"1.75",0,"3","1","0",31,0,1350,"98023",0
"5980",275000,1900,7,1200,"1.5",700,"3","1","0",47,0,1670,"98031",0
"5991",925000,2590,9,2590,"2.25",0,"4","2","0",40,0,2720,"98005",0
"5998",152000,1070,6,1070,"1.75",0,"3","1","0",62,0,950,"98146",0
"6001",461000,1060,7,1060,"1",0,"2","1","0",89,0,1980,"98133",0
"6002",620000,3070,9,3070,"2.5",0,"5","2","0",20,0,2150,"98059",0
"6007",252000,1680,7,1680,"2.5",0,"3","2","0",26,0,1550,"98038",0
"6020",6e+05,3150,9,1620,"3.5",1530,"5","1","0",41,0,3150,"98011",0
"6022",272000,1780,7,1780,"2",0,"4","1","0",52,0,2210,"98058",0
"6023",390000,2240,8,2240,"2.5",0,"3","2","0",19,0,1900,"98028",0
"6025",635000,3110,9,3110,"2.75",0,"5","2","0",9,0,3550,"98065",0
"6026",920000,1850,8,1660,"1.5",190,"4","2","0",86,0,1970,"98112",0
"6037",450000,1520,6,1520,"1.75",0,"4","1","0",66,0,1530,"98199",0
"6041",282510,1450,6,1450,"1",0,"4","1.5","0",83,0,1530,"98030",0
"6046",2196000,4250,10,3350,"3.25",900,"4","2","0",35,3,3790,"98040",0
"6050",675000,2560,9,2560,"2.5",0,"4","2","0",28,0,2790,"98075",0
"6053",730000,3460,9,2560,"3",900,"3","2","0",27,0,3460,"98077",0
"6058",650000,2790,8,2790,"2.5",0,"3","2","0",13,0,2620,"98075",0
"6060",248000,950,7,950,"1",0,"3","1","0",61,0,1260,"98006",0
"6067",399950,1560,7,810,"1.75",750,"3","1","0",75,0,1440,"98125",0
"6075",329950,1920,7,1920,"2.5",0,"4","2","0",13,0,2200,"98038",0
"6081",6e+05,2310,8,2310,"2.5",0,"4","2","0",10,0,1950,"98029",0
"6087",330000,860,6,860,"1",0,"1","1","0",108,0,1380,"98122",0
"6105",320000,1940,8,1940,"2.5",0,"4","2","0",17,0,2400,"98092",0
"6124",603000,2370,8,1550,"2.25",820,"4","1","0",47,0,1890,"98155",0
"6127",589950,2790,7,1500,"3",1290,"5","1","0",42,3,1620,"98058",0
"6139",337500,1020,7,1020,"1",0,"3","1.5","0",115,0,1240,"98108",0
"6142",259000,1210,5,1210,"1",0,"2","1","0",67,0,2140,"98059",0
"6146",639900,3380,10,3380,"2.5",0,"4","2","0",18,0,3710,"98001",0
"6152",407450,1810,7,1810,"2",0,"3","1","0",48,0,1420,"98053",0
"6154",1058800,2980,8,2130,"2.75",850,"6","1","0",50,4,2730,"98177",0
"6158",742500,2620,9,2620,"2.5",0,"4","2","0",11,0,2640,"98029",0
"6168",460000,1960,8,1960,"2",0,"4","1","0",44,3,2560,"98027",0
"6174",197000,1090,7,1090,"1",0,"3","1","0",53,0,1300,"98002",0
"6176",560000,1840,7,1840,"2",0,"3","1","0",47,0,2300,"98033",0
"6177",354000,1340,7,1340,"1.75",0,"3","1","0",43,0,1780,"98034",0
"6178",670000,2570,9,2570,"2.5",0,"4","2","0",16,0,2760,"98074",0
"6181",650000,2140,7,1290,"1.75",850,"3","1","0",62,0,1960,"98004",0
"6189",675000,2940,9,2940,"2.5",0,"4","2","0",29,0,2670,"98029",0
"6193",346000,1070,7,880,"1",190,"2","1","0",98,0,1160,"98144",0
"6196",2400000,5860,10,3690,"3.5",2170,"4","2","0",108,0,4150,"98112",0
"6197",594950,2380,8,2380,"2.25",0,"4","1","0",38,0,2250,"98075",0
"6206",287000,1340,7,1340,"2",0,"4","1","0",73,0,1410,"98146",0
"6219",215000,1280,7,1280,"2",0,"3","1","0",24,0,1290,"98038",0
"6238",3e+05,1290,7,1290,"1",0,"2","2","0",7,0,1290,"98053",0
"6242",280000,880,6,880,"1",0,"2","1","0",76,0,1190,"98126",0
"6249",334000,2310,8,2310,"2.5",0,"4","2","0",17,0,2480,"98092",0
"6250",332500,1440,7,1440,"2",0,"4","2","0",43,0,1300,"98144",0
"6254",411100,1040,7,1040,"1.5",0,"3","1","0",57,0,1580,"98005",0
"6263",675000,2510,8,2510,"1.5",0,"3","2.5","0",108,0,1740,"98112",0
"6267",359000,1680,8,1680,"1.75",0,"4","2","0",24,0,1840,"98166",0
"6270",670000,1420,9,1280,"2.5",140,"3","2","0",12,0,1490,"98102",0
"6277",353500,2020,7,2020,"2.5",0,"3","2","0",14,0,1930,"98038",0
"6286",1202500,3430,10,3430,"2.5",0,"3","1.5","0",31,0,3440,"98033",0
"6294",236000,1090,7,1090,"1.75",0,"3","1","0",21,0,1660,"98003",0
"6296",545000,1670,8,1240,"2.25",430,"3","1","0",41,0,1910,"98008",0
"6302",248000,1180,7,1180,"1",0,"3","1","0",47,0,1760,"98031",0
"6305",670000,1680,9,1680,"2.5",0,"3","3","0",17,0,1950,"98105",1998
"6312",367500,3110,8,3110,"3",0,"4","2","0",18,0,2820,"98092",0
"6315",665000,2720,10,2720,"2.5",0,"4","2","0",28,0,2720,"98074",0
"6321",295000,2100,7,1410,"3.5",690,"5","2","0",16,0,1410,"98178",0
"6322",355000,2344,8,1560,"2.5",784,"5","1","0",39,0,2344,"98023",0
"6327",415000,2230,7,2230,"2.5",0,"4","2","0",13,0,2490,"98019",0
"6328",935000,3570,8,2400,"2.5",1170,"3","1","0",34,0,3140,"98177",0
"6332",426500,2960,9,2960,"2.5",0,"4","2","0",10,0,2750,"98038",0
"6334",4e+05,1890,7,1090,"1.5",800,"3","1","0",48,0,1750,"98118",0
"6339",755000,2000,8,2000,"2.5",0,"3","3","0",10,0,1560,"98109",0
"6352",306500,1970,7,1970,"2.5",0,"3","2","0",17,0,1980,"98042",0
"6365",582500,1540,7,1020,"2",520,"2","1","0",73,0,1380,"98177",0
"6376",435000,1750,7,1330,"1.75",420,"3","1","0",37,0,1750,"98072",0
"6386",850000,2310,8,2310,"2",0,"5","1.5","0",49,0,2810,"98004",0
"6387",350000,2300,7,1340,"2.25",960,"4","1.5","0",111,0,1540,"98144",0
"6395",324950,1560,7,1210,"2.5",350,"3","1","0",51,0,2070,"98188",0
"6398",144000,1250,6,1250,"1",0,"3","1","0",57,0,1188,"98058",0
"6400",258000,750,6,750,"1",0,"2","1","0",83,0,1100,"98024",0
"6416",455000,1790,7,1390,"2.25",400,"3","1","0",42,0,1940,"98034",0
"6419",795000,3230,8,2000,"2.5",1230,"4","1","0",42,3,3230,"98075",0
"6422",775000,3140,7,1940,"2",1200,"4","1","0",46,1,3300,"98199",1969
"6428",725000,3410,11,3410,"2.5",0,"3","2","0",25,0,2150,"98042",0
"6438",152000,920,7,920,"1",0,"3","1","0",37,0,1160,"98042",0
"6440",445000,1120,7,870,"1.75",250,"3","1","0",99,0,1470,"98107",0
"6444",517500,1810,8,1370,"1.75",440,"3","1","0",42,0,2140,"98027",0
"6445",343566,1100,7,1100,"1",0,"2","1","0",61,0,1240,"98136",0
"6456",344950,2330,7,1400,"2",930,"4","1","0",74,0,2050,"98030",0
"6458",810000,2000,7,1000,"1.75",1000,"4","1","0",57,4,1690,"98116",0
"6459",998160,3010,9,1260,"2.5",1750,"2","1","0",39,3,3010,"98006",0
"6460",377000,1680,8,1150,"1.75",530,"3","1","0",36,0,2100,"98056",0
"6461",595000,1530,8,1530,"2",0,"3","1","0",31,0,2240,"98033",0
"6465",755000,3680,9,3680,"2.5",0,"3","1.5","0",21,0,2410,"98014",0
"6477",775000,2090,7,1090,"1.75",1000,"4","1","0",99,0,1760,"98117",0
"6478",1339000,2130,9,2130,"3.75",0,"4","1.5","1",60,4,3030,"98136",0
"6492",280000,1894,6,1520,"1.75",374,"2","1.5","0",79,0,1820,"98001",0
"6493",280000,2080,6,1040,"1.75",1040,"3","1","0",45,0,2080,"98014",0
"6499",274950,1570,7,1180,"2.25",390,"3","1","0",25,0,1570,"98038",0
"6504",219950,1500,7,1150,"2.25",350,"3","1","0",31,0,1540,"98023",0
"6506",250800,1290,6,1170,"1.75",120,"3","1","0",72,0,1140,"98106",0
"6507",557500,2510,9,2510,"2",0,"3","1","0",21,2,3140,"98038",0
"6509",3650000,5480,11,3910,"4.75",1570,"6","1.5","1",79,4,3510,"98105",0
"6514",535000,2110,9,2110,"2.5",0,"3","2","0",25,0,2390,"98056",0
"6522",439000,3020,8,1980,"2.25",1040,"3","3","0",21,2,1150,"98108",0
"6557",234000,1010,7,1010,"1",0,"3","1","0",47,0,1150,"98042",0
"6565",330000,1660,7,1660,"2.5",0,"3","2","0",14,0,1540,"98108",0
"6575",303000,2100,8,2100,"2.5",0,"4","2","0",12,0,2100,"98042",0
"6576",432000,1470,8,1090,"2.25",380,"3","2","0",8,0,1470,"98136",0
"6577",3e+05,1300,6,820,"1.5",480,"2","1","0",70,0,1250,"98146",0
"6580",254000,2080,7,1740,"2",340,"5","1","0",56,0,1510,"98001",0
"6581",470000,2180,7,1340,"1.5",840,"5","1.5","0",91,0,1530,"98117",0
"6583",536000,1530,7,1150,"1.75",380,"3","1","0",32,0,1610,"98033",0
"6585",550000,1980,8,1980,"2.25",0,"3","1","0",35,0,2460,"98052",0
"6589",425000,1170,7,1030,"1",140,"2","1","0",95,0,1170,"98136",0
"6595",460000,1860,7,1320,"2",540,"3","1","0",30,0,1830,"98125",0
"6597",715000,2890,8,2890,"2.5",0,"3","2","0",11,0,2890,"98074",0
"6619",340000,2090,7,2090,"2.5",0,"4","2","0",8,0,2090,"98038",0
"6621",601000,2090,8,2090,"2.5",0,"4","2","0",23,0,2090,"98029",0
"6623",371500,1650,7,980,"1",670,"3","1","0",61,0,1230,"98106",0
"6625",242550,2060,8,2060,"2.5",0,"4","2","0",20,0,1630,"98023",0
"6636",4e+05,1350,7,1350,"2",0,"3","1","0",51,0,1920,"98177",0
"6638",313000,870,8,800,"1.5",70,"2","2","0",11,0,1710,"98103",0
"6640",471000,1640,8,1340,"1.75",300,"3","1","0",38,0,2210,"98011",0
"6646",378000,1700,8,1700,"2.5",0,"2","2","0",6,0,1760,"98065",0
"6649",4e+05,2320,8,2320,"3",0,"4","2","0",17,2,2220,"98198",0
"6651",384900,3090,8,1750,"2.5",1340,"5","1","0",47,0,1760,"98023",0
"6652",176000,770,6,770,"1",0,"2","1","0",46,0,1150,"98042",0
"6653",350000,2370,7,2370,"2.75",0,"3","2","0",13,0,2290,"98038",0
"6655",358000,2200,7,1100,"2",1100,"4","1","0",15,0,1410,"98118",2000
"6657",442500,1600,7,1050,"1.75",550,"3","1","0",38,0,1590,"98034",0
"6662",275000,1180,6,1180,"1.5",0,"3","1","0",32,0,1680,"98045",0
"6667",463000,1250,7,1250,"1",0,"2","2","0",72,1,1210,"98126",0
"6668",1100000,2190,7,1240,"2.5",950,"4","1","0",55,3,2730,"98033",0
"6680",815000,3150,9,3150,"2.5",0,"4","2","0",13,0,3150,"98033",0
"6682",230000,1250,7,1250,"1",0,"3","1","0",60,0,1480,"98146",0
"6685",505000,2100,8,2100,"2.5",0,"3","2","0",16,2,1890,"98065",0
"6695",509990,1440,6,1440,"2",0,"3","2","0",94,0,1360,"98118",0
"6699",185000,1122,6,1122,"1",0,"2","1","0",55,0,840,"98023",0
"6705",203000,1080,6,1080,"1",0,"2","1","0",64,0,1080,"98168",0
"6714",286000,1820,7,1820,"2.5",0,"4","2","0",26,0,1490,"98038",0
"6723",739999,3350,10,3350,"2.75",0,"4","2","0",16,0,2960,"98075",0
"6732",319000,1640,7,1060,"2",580,"3","1","0",48,0,2230,"98118",0
"6735",380000,1610,7,1610,"2.5",0,"3","3","0",13,0,1120,"98115",0
"6736",647500,2060,8,1160,"1.75",900,"4","1","0",68,0,2590,"98166",0
"6740",299950,1210,7,1210,"1",0,"3","1","0",60,0,1680,"98106",0
"6742",430000,990,7,990,"1",0,"2","1","0",68,0,1180,"98117",0
"6750",556300,2030,7,1400,"2.5",630,"4","1","0",47,0,1800,"98008",0
"6753",815000,2790,9,2790,"2.5",0,"3","2","0",24,0,2740,"98077",0
"6758",415000,2500,8,1250,"2",1250,"6","1","0",49,0,1800,"98118",0
"6763",1185000,2510,10,2510,"2.5",0,"3","2","0",9,2,2560,"98034",0
"6764",780000,3090,10,3090,"2.5",0,"4","2","0",17,0,3100,"98075",0
"6769",311000,3340,8,3340,"2.25",0,"4","2","0",42,0,2230,"98023",0
"6775",480000,1580,7,1050,"2",530,"3","1","0",38,0,1560,"98052",0
"6784",2250000,4040,9,3340,"3",700,"3","1.5","0",85,2,3450,"98112",0
"6788",235000,1900,6,950,"1.75",950,"3","1","0",35,0,1370,"98168",0
"6794",8e+05,3320,9,3320,"2.5",0,"5","2","0",16,0,3320,"98075",0
"6796",472000,2030,7,1110,"2",920,"5","1","0",52,0,1930,"98008",0
"6803",515000,2980,9,2980,"2.5",0,"4","2","0",19,0,2630,"98031",0
"6805",485000,1650,8,1650,"2.5",0,"3","2","0",15,0,1650,"98075",0
"6807",215000,1010,7,1010,"1",0,"3","1","0",43,0,1230,"98042",0
"6809",8e+05,1050,7,1050,"1",0,"2","1","0",64,0,3360,"98004",0
"6819",580000,2040,7,1020,"2",1020,"3","1","0",90,0,1640,"98126",0
"6822",347000,1315,8,1315,"1.75",0,"2","2","0",41,0,1640,"98028",0
"6826",243000,1480,8,1480,"1",0,"3","1","0",60,2,1190,"98022",0
"6832",350000,3380,8,2330,"3",1050,"4","1","0",56,1,2500,"98118",0
"6836",190000,1040,6,1040,"1",0,"3","1","0",72,0,1330,"98168",0
